"PlayTime";"LoadValue";"PositionValue";"ExtendValue";"BigDeformValue";"ExtendDevice1";"ExtendDevice2";"ExtendDevice3";"ExtendDevice4";"ExtendDevice5";"ExtendDevice6"
"s";"N";"mm";"mm";"mm";"mm";"mm";"mm";"mm";"mm";"mm"
4.1000000000;89.4752700000;0.1321037000;0.0033676870;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000
4.1333330000;89.7809300000;0.1332123000;0.0033166610;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000
4.1666670000;90.1069600000;0.1343208000;0.0032146100;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000
4.2000000000;90.4126100000;0.1354293000;0.0031635850;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000
4.2333330000;90.7182700000;0.1365378000;0.0031125590;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000
4.2666670000;91.0239200000;0.1376700000;0.0030105080;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000
4.3000000000;91.3092000000;0.1387785000;0.0029594820;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000
4.3333330000;91.5537300000;0.1398870000;0.0029084570;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000
4.3666670000;91.8390000000;0.1410191000;0.0028574310;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000
4.4000000000;92.0835300000;0.1421277000;0.0028064060;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000
4.4333330000;92.3076700000;0.1432362000;0.0026023040;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000
4.4666670000;92.5521900000;0.1443447000;0.0025512780;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000
4.5000000000;92.7355900000;0.1454533000;0.0025512780;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000
4.5333330000;92.9189800000;0.1465854000;0.0025002520;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000
4.5666670000;93.1023700000;0.1476703000;0.0024492270;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000
4.6000000000;93.2653900000;0.1487788000;0.0023471760;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000
4.6333330000;93.4487800000;0.1498874000;0.0022451250;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000
4.6666670000;93.6117900000;0.1509959000;0.0021940990;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000
4.7000000000;93.7340600000;0.1521044000;0.0020920480;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000
4.7333330000;93.8766900000;0.1532130000;0.0020410220;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000
4.7666670000;93.9989600000;0.1543451000;0.0020410220;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000
